,sentence,entities
1148,Retrieved   -12-20.^    Kramer         Mark            December            .    ,[]
1149,"``    Rise    and    Fall    of    Solidarity   ""  ""   .    ",[]
1150,New    York    Times    .    ,[]
1151,ISSN   -4331    .    ,['ISSN']
1152,Retrieved   -12-20.^    Bonnell         Andrew            October            .    ,[]
1153,"``    World    politics    explainer    :    fall    of    Berlin    Wall   ""  ""   .    ",[]
1154,Conversation    .    ,[]
1155,Retrieved   -12-20.^    Egorov         Boris        -08-23         .    ,[]
1156,"``    forgotten    story    of    how    Baltic    states    brought    down    Soviet    Union   ""  ""   .    ",[]
1157,www.rbth.com    .    ,[]
1158,Retrieved   -12-20.^    Sandford         Daniel            August            .    ,[]
1159,"``    With    Boris    Yeltsin    on    tank    in      ""  ""   .    ",[]
1160,BBC    News    .    ,['BBC    News    ']
1161,Retrieved   -12-20.^    Schmemann         Serge            December            .    ,[]
1162,"``    END    OF    THE    SOVIET    UNION    ;    Soviet    State         Born    of    a    Dream         Dies   ""  ""   .    ",['Soviet']
1163,New    York    Times    .    ,[]
1164,ISSN   -4331    .    ,['ISSN']
1165,Retrieved   -12-20.^    Flowers         Thomas    H.         July            .    ,[]
1166,"``    Design    of    Colossus         Foreword    by    Howard    Campaigne        ""  ""   .    ",['Howard    Campaigne        ']
1167,IEEE    Ann    .    ,[]
1168,Hist    .    ,[]
1169,Comput    .                    ,[]
1170,:   –252    .    ,['252']
1171,doi:10.1109/,[]
1172,MAHC.1983.10079    .    ,[]
1173,ISSN   -6180    .    ,['ISSN']
1174,S2CID   .^    Moore         Gordon    E.         October                         .    ,"['S2CID', '.^    Moore         Gordon    E.         October                         ']"
1175,"``    Cramming    More    Components    onto    Integrated    Circuits   ""  ""   .    ",[]
1176,IEEE    Solid-State    Circuits    Newsletter    .                    :   –35    .    ,['35']
1177,doi:10.1109/,['doi:10.1109/']
1178,N-SSC.2006.4785860    .    ,[]
1179,S2CID   .^    Szczepaniak         John         May            .    ,"['S2CID', 'Szczepaniak', 'John         ']"
1180,"``    A    basic    history    of    BASIC    on    its   th    birthday   ""  ""   .    ",[]
1181,www.gamasutra.com    .    ,[]
1182,"Retrieved   -12-27.^    ``    History    of    Computer    Mouse    -    Computing    History   ""  ""   .    ",[]
1183,www.computinghistory.org.uk    .    ,[]
1184,"Retrieved   -12-27.^    ``    Memory    &    Storage    |    Timeline    of    Computer    History    |    Computer    History    Museum   ""  ""   .    ",[]
1185,www.computerhistory.org    .    ,[]
1186,Retrieved   -12-27.^    Kellaway         Lucy            August            .    ,[]
1187,"``    How    computer    changed    office    forever   ""  ""   .    ",[]
1188,BBC    News    .    ,['BBC    News    ']
1189,Retrieved   -12-27.^    Alfredo         David            September            .    ,[]
1190,"``    History    of    Computers    in    Business   ""  ""   .    ",[]
1191,Bizfluent    .    ,[]
1192,Retrieved   -12-27.^    Lean         Tom        -02-11         .    ,['Lean         Tom        -02-11         ']
1193,Electronic    Dreams    :    How   s    the United Kingdom    Learned    to    Love    Computer    .    ,"['the United Kingdom    Learned', 'Love    Computer    ']"
1194,Bloomsbury    Publishing    .    ,[]
1195,ISBN   .^    Ngo         Denise         May            .    ,[]
1196,"``    Archive    Gallery    :    Rise    of    Personal    Computers   ""  ""   .    ",[]
1197,Popular    Science.^    Maher         Jimmy            June            .    ,[]
1198,"``    complete    history    of    IBM    PC         part    one    :    deal    of    century   ""  ""   .    ",['IBM']
1199,Ars    Technica    .    ,[]
1200,Retrieved   -12-27.^    McCullough         Brian            May            .    ,[]
1201,"``    Behind   "" Halt""   and    Catch    Fire   "" ""   :    Compaq   "" s""   Rise    to    PC    Domination   ""  ""   .    ","['Catch    Fire', 'Compaq']"
1202,Mashable    .    ,[]
1203,Retrieved   -12-27.^    McCullough         Brian            May            .    ,[]
1204,"``    Incredible    True    Story    Behind    AMC   "" s""   Halt    And    Catch    Fire    –    How    Compaq    Cloned    IBM    And    Created    An    Empire   ""  ""   .    ",['IBM']
1205,Internet    History    Podcast    .    ,[]
1206,Retrieved   -12-27.^    Musolf         Nell                 .    ,[]
1207,Story    of    Microsoft    .    ,['Microsoft']
1208,Creative    Company    .    ,[]
1209,"ISBN   .^    ``    History    of    Software    Patents         from    Benson         Flook         and    Diehr    to    Bilski    and    Prometheus         BitLaw        ""  ""   .    ",['Bilski']
1210,www.bitlaw.com    .    ,[]
1211,Retrieved   -12-27.^    Williams         Sam                 .    ,[]
1212,Free    as    in    Freedom        .0         :    Richard    Stallman    and    Free    Software    Revolution    .    ,[]
1213,Free    Software    Foundation    .    ,[]
1214,ISBN   .^    ,[]
1215,Kent         Steve    L.                 .    ,['Steve    L.']
1216,Ultimate    History    of    Video    Games    :    From    Pong    to    Pokémon    and    Beyond    :    Story    Behind    Craze    that    Touched    Our    Lives    and    Changed    World    .    ,[]
1217,Prima    Pub    .    ,[]
1218,ISBN   .^    Stanton         Richard        -07-14         .    ,['Richard        -07-']
1219,A    Brief    History    of    Video    Games    .    ,[]
1220,Running    Press    .    ,[]
1221,"ISBN   .^    ``    Evolution    of    Home    Video    Game    Consoles    :       -      ""  ""   .    ",[]
1222,Hongkiat    .   ,[]
1223,-04-13    .    ,['-04-13    ']
1224,Retrieved   -12-27.^    Edwards         Benj        -11-04         .    ,[]
1225,"``    Lost    Civilization    of    Dial-Up    Bulletin    Board    Systems   ""  ""   .    ",[]
1226,Atlantic    .    ,[]
1227,Retrieved   -12-27.^    Cerf         Vint    .    ,[]
1228,"``    A    Brief    History    of    Internet    &    Related    Networks   ""  ""   .    ",[]
1229,Internet    Society    .    ,[]
1230,Retrieved   -12-27.^    Lee         Timothy    B    .        ,[]
1231,-06-16         .    ,[]
1232,"``    internet         explained   ""  ""   .    ",[]
1233,Vox    .    ,[]
1234,Retrieved   -12-27.^    Flanagan         Graham    .    ,[]
1235,"``    Al    Gore    told    us    why    he    really    should    get    credit    for    internet   ""  ""   .    ",['Gore']
1236,Business    Insider    .    ,[]
1237,Retrieved   -12-27.^    Wright         Alex        -05-22         .    ,['Alex        -05-22']
1238,"``    Secret    History    of    Hypertext   ""  ""   .    ",[]
1239,Atlantic    .    ,[]
1240,Retrieved   -12-27.^    Motley    Fool    Staff        -07-03         .    ,[]
1241,"``       Years    of    Tech    :    Rise    of    Internet    -   ""  ""   .    ",[]
1242,Motley    Fool    .    ,[]
1243,Retrieved   -12-27.^    Estrada         Susan                 .    ,['Susan']
1244,"``    Commercialization    and    Commercial    Internet    Exchange    :    How    CIX    Can    Help    Further    Commercialization    of    Internet   ""  ""   .    ",[]
1245,Internet    Research    .                    ,[]
1246,:   –28    .    ,['28']
1247,"doi:10.1108/eb047265.^    ``    Where    Are    They    Now    :       Dot-Com    Bubble    Companies    And    Their    Founders   ""  ""   .    ",[]
1248,CB    Insights    Research    .   ,[]
1249,-09-14    .    ,['-09-14']
1250,Retrieved   -12-27.^    Lukacs         John                 .    ,[]
1251,end    of    twentieth    century    and    end    of    modern    age    .    ,[]
1252,Ticknor    &    Fields    .    ,[]
1253,ISBN   .^    Johnson         Anders                 .    ,[]
1254,"``    Three    Waves    of    Globalisation    -    Nordregio   ""  ""   .    ",[]
1255,archive.nordregio.se    .    ,[]
1256,Retrieved   -12-29.^    Fraser         Nick        -11-02         .    ,['Nick        -11-02']
1257,"``    How    World    Was    Won    :    the United Statesnization    of    Everywhere    review    –    a    brilliant    essay   ""  ""   .    ",[]
1258,Guardian    .    ,[]
1259,ISSN   -3077    .    ,['ISSN']
1260,Retrieved   -12-29.^    Corstange         Daniel         January            .    ,['January            ']
1261,"``    Anti-the United Statesn    Behavior    in    Middle    East    :    Evidence    from    a    Field    Experiment    in    Lebanon   ""  ""   .    ","['Middle    East', 'Lebanon']"
1262,Journal    of    Politics    .                    ,[]
1263,:   –325    .    ,['325']
1264,doi:10.1086/683372    .    ,[]
1265,"S2CID       –    via    Journalist   "" s""   Resource.^    Lam         Peng    ",[]
1266,Er    ;    Lim         Tai-Wei                 .    ,['Tai-Wei']
1267,Rise    of    China    and    India    :    A    New    Asian    Drama    .    ,"['China', 'India']"
1268,Singapore    :    World    Scientific    .    ,['Singapore']
1269,doi:10.1142/7381    .    ,[]
1270,"ISBN   .^    ``    North    and    South    Korean    leaders    meet   ""  ""   .    ",['Korean']
1271,Guardian    .    ,[]
1272,Associated    Press    .   ,[]
1273,-06-13    .    ,[]
1274,ISSN   -3077    .    ,['ISSN']
1275,Retrieved   -12-29.^    Lee         S.    H.        -09-01         .    ,[]
1276,"``    SARS    epidemic    in    Hong    Kong   ""  ""   .    ",['Hong    Kong']
1277,Journal    of    Epidemiology    &    Community    Health    .                    ,[]
1278,:   –654    .    ,['654']
1279,doi:10.1136/jech.57.9.652    .    ,[]
1280,ISSN   -2738    .    ,['ISSN']
1281,PMC       .    ,[]
1282,PMID   .^    Sejvar         James    J    .                 .    ,[]
1283,"``    West    Nile    Virus    :    An    Historical    Overview   ""  ""   .    ",[]
1284,Ochsner    Journal    .                    ,[]
1285,:   –10    .    ,['10']
1286,ISSN   -5012    .    ,['ISSN']
1287,PMC       .    ,[]
1288,PMID   .^    Kagaayi         Joseph    ;    Serwadda         David         August            .    ,['August            ']
1289,"``    History    of    HIV/AIDS    Epidemic    in    Africa   ""  ""   .    ",['Africa']
1290,Current    HIV/AIDS    Reports    .                    ,[]
1291,:   –193    .    ,['193']
1292,doi:10.1007/s11904-016-0318-8    .    ,[]
1293,ISSN   -3576    .    ,['ISSN']
1294,PMID       .    ,[]
1295,S2CID   .^    Rich         Nathaniel            August            .    ,"['S2CID', '.^    Rich         Nathaniel']"
1296,"``    Losing    Earth    :    Decade    We    Almost    Stopped    Climate    Change   ""  ""   .    ",[]
1297,New    York    Times    Magazine    .    ,[]
1298,pp.   –    .    ,[]
1299,ISSN   -7822    .    ,['ISSN']
1300,Archived    from    original    on       January   .^    Henson         Robert        -03-11         .    ,"['January', '.^    Henson         Robert        -03-11         ']"
1301,``    What    is    Kyoto    Protocol    and    has    it    made    any    difference    ?   ,[]
1302,"""  ""   .    ",[]
1303,Guardian    .    ,[]
1304,ISSN   -3077    .    ,['ISSN']
1305,Retrieved   -12-29.Sources         edit         UNESCO        -02-28         .    ,[]
1306,"``    Twentieth    Century   ""  ""   .    ",[]
1307,History    of    Humanity    .    ,[]
1308,Vol.    VII    .    ,[]
1309,Routledge    .    ,[]
1310,p.       .    ,[]
1311,ISBN   -0-415-09311-8.External    links         edit         Wikimedia    Commons    has    media    related    to    Events    in   th    century.,['-0-415-09311-8.External']
1312,The   th    Century    Research    Project         archived       February            Slouching    Towards    Utopia    :    Economic    History    of    Twentieth    Century         archived       February            TIME    Archives    greatest    writers    of   th    Century         archived       January            vteCenturies    and    millenniaMillenniumCenturyBC         BCE        th40th39th38th37th36th35th34th33rd32nd31st3rd30th29th28th27th26th25th24th23rd22nd21st2nd20th19th18th17th16th15th14th13th12th11th1st10th9th8th7th6th5th4th3rd2nd1stAD         CE        st1st2nd3rd4th5th6th7th8th9th10th2nd11th12th13th14th15th16th17th18th19th20th3rd21st22nd23rd24th25th26th27th28th29th30thvteHistory    of   th    centuryEventsTimelineTopics1910s1920s1930s1940s1950s1960s1970s1980s1990sArtChristianityLiteratureMusicclassicalPhilosophyScience1970s1980s1990sTheatreListsState    leaders1901–19501951–2000EarthquakesLunar    eclipsesRiotsSolar    eclipsesVolcanic    eruptions    CategoryRetrieved    from    ``    https    :    //en.wikipedia.org/w/index.php    ?    ,"['February', 'February            ', 'January            ', 'CategoryRetrieved', '//en.wikipedia.org']"
1313,"title=Key_events_of_the_20th_century    &    oldid=1238661334   ""  ""   Categories    :   th    centuryEvents    by    centuryHidden    categories    :    CS1    French-language    sources         fr         Articles    with    short    descriptionShort    description    is    different    from    WikidataCommons    category    link    from    Wikidata    This    page    was    last    edited    on       August            at   :20         UTC         .Text    is    available    under    Creative    Commons    Attribution-ShareAlike    License   .0    ;    additional    terms    may    apply    .    ","['Key_events_of_the_20th_century    &    ', 'French', '20         UTC         ']"
